r,g,b
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
248,248,248
250,250,250
250,250,250
205,205,205
203,211,208
201,238,226
170,219,202
142,196,178
128,189,169
129,196,173
127,199,175
125,199,174
125,199,174
126,198,174
126,198,174
126,199,172
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
121,195,171
74,152,133
32,112,102
25,108,106
27,114,115
22,112,110
22,115,106
23,114,105
24,114,105
25,113,107
26,112,110
26,115,113
20,107,105
22,108,104
29,116,110
31,115,108
30,112,103
27,109,96
25,106,91
40,121,105
81,160,143
114,192,170
124,201,173
122,198,172
122,198,170
124,200,171
125,201,171
124,200,170
124,200,170
124,200,170
124,200,170
124,200,170
124,199,173
126,198,174
128,196,173
131,196,174
133,199,177
131,200,177
128,198,174
126,198,174
128,197,174
131,196,174
131,196,172
127,198,171
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,169
125,196,166
126,195,167
132,199,172
127,192,166
113,175,152
92,149,132
95,147,133
96,146,134
98,146,134
99,145,135
102,144,135
99,141,129
104,145,127
93,136,106
103,147,101
117,161,100
122,165,94
123,165,89
123,165,90
123,165,93
123,164,94
121,165,92
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
119,165,92
118,163,93
122,167,100
122,167,100
117,162,96
111,155,91
92,136,75
88,132,72
83,127,68
81,125,66
81,124,68
81,126,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,126,69
75,123,65
68,116,58
73,121,63
81,129,70
74,125,65
76,129,67
78,128,69
80,126,69
81,126,68
82,125,68
80,123,67
86,121,75
115,140,107
225,236,221
247,251,245
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
251,251,249
252,252,244
255,250,213
250,253,220
254,250,245
254,255,251
254,254,255
254,255,244
253,255,234
254,255,248
253,253,253
251,255,252
253,253,254
239,250,250
178,217,225
241,253,250
254,255,218
246,248,178
243,245,171
250,245,152
251,254,216
254,255,247
254,255,241
248,251,224
252,253,238
251,251,225
253,254,206
255,255,224
247,244,235
219,174,128
223,91,68
242,104,96
242,208,160
243,246,131
248,253,150
240,248,113
255,252,207
253,253,241
253,252,240
249,255,236
246,251,243
246,247,232
217,232,103
194,213,71
173,208,135
228,249,255
248,249,242
248,255,245
254,252,246
243,248,235
241,245,223
235,243,155
252,246,207
248,254,245
180,173,181
5,0,0
4,4,3
82,22,27
119,12,16
115,15,16
112,18,29
44,2,4
6,6,5
0,2,2
24,17,1
122,120,42
109,109,0
165,162,6
249,249,39
243,235,17
241,230,14
115,111,29
199,199,35
243,239,5
249,244,5
242,242,0
246,241,5
246,241,7
249,242,35
250,246,59
249,249,57
251,249,52
248,243,22
246,240,5
246,239,5
246,241,2
246,241,1
246,241,2
246,240,6
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,0
246,241,0
246,242,0
246,241,0
246,241,0
246,241,0
247,239,6
247,239,8
246,240,6
246,241,1
245,241,0
246,240,1
251,243,5
242,240,71
13,11,0
10,11,14
0,0,4
10,8,6
0,1,0
0,6,7
1,9,11
1,5,0
204,196,113
1,7,0
5,10,9
91,85,60
19,18,0
26,0,0
103,13,15
225,41,56
241,25,38
226,29,35
249,109,117
38,0,1
200,198,199
253,253,253
255,255,255
255,255,255
255,255,255
255,255,255
252,253,255
97,99,95
6,3,1
254,247,105
248,242,64
249,249,54
240,238,71
251,249,183
255,254,233
241,254,216
142,119,139
165,74,104
185,69,108
128,131,175
196,204,107
238,228,22
247,236,92
248,244,164
235,243,143
182,220,142
152,190,199
241,254,252
253,253,242
252,252,246
250,252,251
215,235,245
95,165,219
57,165,230
80,174,228
202,230,224
242,244,132
244,242,34
241,244,72
244,248,124
233,238,110
252,253,218
253,255,250
252,253,255
252,253,255
253,253,250
252,252,250
251,251,249
252,253,248
250,251,246
252,252,250
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
252,252,252
249,249,249
226,226,226
199,199,199
219,228,225
197,236,223
150,202,185
134,192,173
129,192,171
128,197,174
126,200,175
124,199,174
124,199,174
126,198,174
126,198,174
126,199,172
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
122,197,173
76,155,135
33,113,103
25,108,107
27,114,115
22,112,109
22,115,106
23,114,105
24,114,105
25,113,107
27,111,110
28,115,114
23,109,108
25,111,108
30,115,109
28,110,103
28,111,99
27,109,95
44,124,108
80,161,143
111,190,171
124,202,178
127,204,174
121,197,168
123,199,170
125,201,171
121,198,167
124,200,170
124,200,170
124,200,170
124,200,171
124,200,171
122,201,174
123,201,175
127,199,174
129,197,174
128,197,173
127,197,173
125,199,174
125,199,174
127,198,174
131,196,174
132,196,172
127,198,171
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
127,199,170
126,197,167
125,194,166
131,198,171
124,189,163
104,166,143
92,149,132
95,147,133
96,146,134
98,146,134
99,145,135
101,143,135
100,141,131
103,144,127
95,138,110
99,142,99
117,161,102
122,165,94
123,165,89
123,165,90
123,164,94
123,164,96
121,165,92
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
119,165,93
120,165,96
122,167,100
118,163,97
107,152,88
97,141,78
82,126,65
83,127,68
83,127,68
82,126,68
80,124,68
80,125,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
76,124,66
79,127,69
69,117,59
70,118,60
80,128,70
74,125,65
75,129,67
77,128,70
80,126,70
81,126,68
81,126,66
78,122,63
86,124,73
92,121,83
187,203,183
251,255,251
253,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
254,254,254
251,254,246
254,251,237
239,253,201
252,252,162
248,247,194
254,254,242
255,254,246
253,255,252
253,254,225
236,243,155
253,254,214
253,252,250
252,254,242
246,255,246
204,220,223
156,198,202
208,230,223
239,246,107
247,247,84
248,251,112
246,239,100
246,250,141
253,255,217
247,249,175
251,250,192
251,254,212
246,245,159
246,243,181
252,254,239
249,249,199
245,238,84
247,209,81
218,151,123
255,244,180
248,243,112
240,242,153
252,252,196
251,252,241
251,254,250
253,254,231
243,247,189
251,254,239
255,251,252
254,249,209
234,238,170
242,247,228
249,250,238
248,249,243
253,253,251
254,254,248
255,253,251
251,252,233
249,249,184
248,249,216
248,251,247
204,199,194
18,1,3
17,3,6
81,14,15
124,14,21
87,19,24
23,1,1
2,0,5
2,1,3
73,73,16
123,119,24
163,159,9
244,242,38
242,241,3
247,240,10
251,243,12
238,240,87
5,6,0
239,239,57
243,243,6
248,242,7
253,243,14
238,236,16
172,173,42
17,16,1
6,4,0
3,3,0
9,8,0
51,56,6
239,242,81
242,238,1
249,237,6
248,242,0
245,242,3
248,241,2
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
245,241,1
244,242,1
246,241,0
246,241,1
246,241,2
247,241,4
246,240,35
39,38,1
4,1,21
0,3,1
0,0,4
3,4,2
5,5,7
42,42,42
2,2,2
2,2,5
6,8,2
180,180,104
8,10,6
11,7,1
131,129,43
97,97,32
15,1,1
62,4,14
206,44,47
232,35,46
245,117,123
27,3,6
223,223,223
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
253,254,255
120,116,113
6,5,2
247,244,90
246,231,79
242,244,66
236,237,39
237,246,89
243,242,185
253,254,245
240,229,245
158,87,104
121,96,130
127,184,216
179,217,209
247,237,175
244,235,207
245,247,163
249,241,69
240,248,71
226,238,197
241,247,247
250,255,253
250,255,238
252,249,249
208,232,244
78,154,221
60,158,226
174,217,239
242,245,234
247,253,198
250,229,128
237,178,102
255,249,219
253,254,236
250,249,243
249,251,240
241,245,241
251,253,252
251,254,248
255,248,251
255,253,254
191,158,123
255,253,249
252,254,253
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
255,255,255
238,238,238
204,204,204
211,211,211
222,231,228
177,220,206
137,193,174
135,194,174
132,198,176
128,198,174
125,200,175
124,200,174
124,200,174
125,199,174
126,198,174
126,199,172
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
124,199,175
77,156,137
34,114,104
26,109,107
26,114,114
21,112,109
22,115,106
23,114,105
24,114,105
25,113,107
27,111,110
28,114,115
28,114,113
29,115,112
29,114,108
27,110,102
29,111,100
50,132,117
85,167,149
113,192,172
121,199,178
121,199,173
121,198,167
119,196,165
125,202,170
126,203,171
119,196,164
124,200,170
124,200,170
124,200,170
124,200,172
123,200,172
119,202,173
119,202,174
124,201,175
127,198,174
126,196,172
124,196,171
124,200,174
124,200,174
127,198,174
131,196,174
132,195,172
128,198,171
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,197,167
125,195,166
130,197,169
119,184,158
98,160,137
92,149,132
95,147,133
96,146,134
98,146,134
99,145,135
101,143,134
102,143,133
103,143,128
97,140,114
94,137,96
117,161,104
122,165,95
123,165,89
123,165,90
123,164,95
123,163,99
121,165,93
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,94
119,164,97
115,160,93
107,152,86
95,139,75
85,129,66
79,123,62
81,125,66
82,126,68
82,125,69
81,124,70
81,126,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
75,124,65
81,128,71
72,120,62
68,116,58
77,125,67
76,127,68
74,130,69
77,127,71
80,126,71
82,125,68
81,127,65
76,122,60
86,127,71
91,122,81
138,155,133
244,249,245
252,253,253
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
254,254,254
231,246,237
201,233,163
196,224,185
253,252,183
245,247,223
251,255,250
254,253,249
251,255,252
253,254,235
244,246,178
251,250,217
251,253,226
247,248,187
193,214,161
241,253,243
197,227,244
110,185,223
138,186,133
234,244,90
249,246,103
246,250,112
248,251,168
255,254,203
245,247,110
252,246,176
254,251,223
245,248,138
244,247,163
253,253,244
250,253,221
242,242,125
237,241,117
253,247,220
246,252,206
237,241,135
250,254,187
235,240,149
243,247,195
254,254,248
252,252,248
247,254,231
242,229,228
227,170,169
224,184,188
241,242,213
248,252,210
247,246,221
248,253,247
251,255,249
255,253,252
250,255,245
251,255,250
254,252,246
254,254,248
244,248,204
207,203,169
21,0,1
23,6,5
53,23,31
44,5,5
9,2,3
1,0,14
19,15,0
113,111,37
123,116,3
228,223,33
241,239,7
244,241,5
245,242,4
243,242,4
246,240,30
130,130,55
54,53,8
245,242,25
242,242,2
246,241,9
244,240,20
117,114,28
7,5,6
2,2,4
3,4,2
1,1,0
6,5,15
3,3,7
14,14,0
223,222,65
246,242,5
245,241,9
245,243,0
248,241,4
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,0
246,241,1
247,241,2
246,241,5
233,232,58
2,3,1
3,1,6
0,1,1
1,1,6
22,22,23
242,242,242
249,249,249
245,245,245
7,7,9
9,9,11
49,51,18
56,59,16
9,8,6
52,50,8
115,114,10
122,121,36
20,28,1
30,0,3
144,43,40
229,107,111
18,0,3
243,245,239
251,251,251
254,254,254
255,255,255
255,255,255
255,255,255
255,250,253
113,112,113
0,3,2
241,247,81
246,246,55
207,226,63
209,226,62
139,197,149
153,210,232
199,234,239
224,241,249
235,242,249
240,248,254
236,254,243
243,246,191
229,223,200
127,153,198
168,197,135
239,237,40
242,242,115
246,254,233
249,247,243
250,249,251
247,250,242
243,251,249
228,250,243
162,214,243
201,231,242
240,247,252
247,248,243
250,252,234
238,189,142
233,110,90
222,152,157
253,251,247
248,251,251
238,194,198
195,134,137
254,250,245
251,252,248
247,254,251
249,255,237
246,209,141
249,255,239
252,253,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
248,248,248
219,219,219
205,205,205
226,226,226
216,225,222
159,203,188
135,192,173
135,196,175
132,199,176
126,198,173
124,200,174
123,200,174
124,200,174
125,199,174
126,198,174
126,199,172
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
125,200,176
79,158,139
35,115,105
26,109,107
26,114,114
21,112,109
22,115,106
23,114,105
24,114,105
25,113,107
27,111,110
28,113,114
31,115,116
29,113,110
28,112,106
37,118,110
55,136,124
87,169,153
118,197,179
122,200,179
120,198,176
123,201,173
120,197,164
121,198,165
126,203,170
126,204,171
122,199,167
124,200,170
124,200,170
124,200,170
124,200,172
123,200,172
115,199,171
115,201,172
122,201,174
126,199,174
125,196,172
123,196,171
123,200,174
123,200,174
127,198,174
132,196,174
133,195,172
128,197,171
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,199,170
126,198,169
126,197,167
128,197,169
128,194,167
112,177,151
94,155,133
92,149,132
95,147,133
96,146,134
98,146,134
99,145,135
100,143,134
102,144,134
102,143,128
99,142,117
90,133,94
117,161,104
122,165,95
123,165,88
123,165,90
123,164,95
123,163,100
121,165,93
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
120,166,91
119,165,93
113,158,92
103,149,83
92,137,72
85,129,65
82,126,64
81,125,65
81,124,67
81,125,68
81,124,70
81,125,70
81,126,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
77,125,67
79,127,69
76,124,66
68,116,58
72,120,62
79,131,71
73,130,69
76,128,71
80,126,71
82,125,68
81,127,64
75,122,57
85,127,69
90,122,79
108,126,103
212,218,212
252,252,252
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
254,254,254
161,224,242
64,159,196
107,186,212
227,239,226
249,251,243
254,249,253
253,254,252
251,255,252
253,253,249
255,254,239
253,253,241
246,251,208
250,241,179
250,251,206
247,246,238
242,254,252
115,176,179
201,232,220
243,244,153
236,239,117
199,211,134
249,255,234
255,253,209
241,241,73
244,245,98
254,251,209
255,251,228
252,251,217
254,252,250
253,255,249
255,252,233
248,254,233
242,248,237
247,249,218
248,253,232
249,251,242
253,254,238
252,253,242
248,252,228
255,253,249
252,250,246
251,249,248
251,208,219
224,170,108
198,214,119
131,187,169
235,251,237
253,248,248
253,254,253
253,254,250
253,254,253
254,255,247
254,254,249
253,253,245
247,251,178
227,224,157
25,0,0
39,12,13
9,2,9
4,7,4
4,8,8
62,59,19
122,122,27
129,126,0
243,241,29
245,241,1
248,244,4
247,241,2
247,241,4
241,240,21
251,247,96
16,18,2
191,189,57
245,239,3
242,241,6
243,241,10
140,135,28
6,8,15
2,4,5
2,1,7
4,3,7
93,93,91
142,142,143
18,17,21
5,5,11
32,31,4
244,246,43
245,241,6
246,242,3
247,241,4
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,0
246,241,1
246,241,2
246,241,9
150,150,31
4,5,15
2,2,0
0,0,4
1,2,3
98,100,102
250,250,250
252,252,252
250,250,252
66,66,69
5,5,7
4,5,4
205,209,108
6,4,5
3,4,0
115,111,46
122,121,2
120,122,18
64,56,17
18,4,4
73,41,51
6,8,5
253,251,254
252,252,252
253,253,253
255,255,255
255,255,255
255,255,255
252,254,255
94,93,92
23,16,1
250,244,100
239,241,59
197,222,77
158,206,151
20,145,204
49,168,227
91,172,233
171,224,237
173,212,239
204,236,248
149,196,156
215,222,108
180,215,187
80,176,218
142,196,139
203,224,97
245,241,145
255,253,241
234,252,241
183,209,223
246,251,248
252,252,226
239,240,194
245,248,211
255,253,239
252,251,248
250,253,242
239,243,158
254,238,60
221,159,65
245,217,218
255,246,252
252,254,239
211,124,127
214,109,80
251,247,193
250,252,238
250,251,221
250,212,195
211,126,114
255,250,251
254,255,253
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
234,236,235
199,202,202
218,224,222
228,236,233
203,220,214
146,196,179
136,197,176
133,196,174
129,196,172
123,196,171
122,199,173
122,201,173
124,199,173
125,199,173
125,199,173
125,199,171
126,199,170
126,199,170
126,199,171
126,199,171
126,199,171
126,199,171
126,199,171
126,199,171
126,199,170
126,199,170
125,201,177
80,159,141
35,116,106
26,109,107
27,113,114
21,110,110
23,113,108
24,113,106
25,113,104
26,112,106
28,111,106
29,111,107
33,114,110
26,108,102
29,110,100
50,131,119
97,176,161
117,196,178
123,201,181
121,197,175
121,197,174
126,202,174
125,202,168
125,201,167
125,202,169
126,203,171
127,203,171
124,200,170
124,200,170
124,200,170
124,200,172
124,200,172
114,197,169
114,199,170
122,201,174
127,199,175
126,197,173
123,196,172
124,200,174
124,199,174
127,198,174
131,196,174
133,195,174
130,197,171
128,198,171
126,199,170
125,199,170
125,199,171
125,199,171
126,199,170
126,199,170
126,199,171
126,199,171
125,198,169
128,196,168
133,199,174
127,192,167
109,171,147
93,152,132
94,148,132
95,147,133
98,146,134
98,145,134
99,145,135
100,143,135
102,145,135
101,143,129
100,143,121
87,131,94
115,161,106
120,165,95
122,166,87
122,166,89
122,164,95
122,164,100
120,166,93
120,166,91
119,166,92
119,166,92
120,166,92
120,166,93
119,166,93
119,166,93
120,166,93
120,165,95
117,163,95
106,151,87
92,136,73
81,125,63
79,124,62
84,128,68
84,128,69
82,125,69
80,124,68
80,124,70
82,125,71
80,127,70
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
78,126,68
78,126,68
79,127,69
68,116,57
67,116,57
83,133,74
74,130,69
77,128,71
80,126,71
81,126,68
81,127,64
73,122,57
82,126,66
81,117,69
97,120,91
163,176,162
249,253,249
254,254,254
254,254,254
255,253,254
255,253,254
255,253,254
255,253,254
254,254,254
254,254,254
253,254,255
253,254,255
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
254,254,254
171,217,236
127,217,216
67,156,214
227,250,255
242,244,244
249,255,250
252,254,249
253,255,253
254,255,251
254,254,254
253,254,250
252,254,243
254,253,242
254,255,240
251,252,248
248,254,245
236,241,218
248,254,224
252,251,239
249,254,233
233,241,242
254,253,239
242,243,159
245,239,54
242,239,46
239,245,151
255,255,223
240,244,152
249,252,199
248,251,215
245,244,187
252,254,244
253,251,251
255,251,238
245,246,197
253,253,233
252,253,241
253,253,249
253,254,226
251,255,244
255,252,255
253,253,249
252,238,225
228,185,77
151,193,142
73,172,221
201,236,248
250,248,243
253,254,250
253,254,251
254,251,253
254,254,249
250,254,249
242,241,244
246,245,233
232,233,217
10,5,4
11,1,7
4,7,2
1,0,8
20,18,3
119,122,14
117,114,0
235,234,37
243,239,5
248,240,9
245,243,0
245,241,5
238,234,2
249,247,67
195,195,108
17,18,0
247,244,43
246,242,0
243,239,8
251,250,51
18,13,0
0,5,11
3,1,8
5,6,2
109,109,110
251,250,253
250,250,248
240,240,237
7,12,6
6,8,12
176,176,48
244,241,0
247,240,14
246,241,2
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,1
246,241,0
246,241,1
246,241,2
246,241,14
82,83,3
0,1,6
4,1,0
1,0,2
1,1,5
38,40,37
252,252,252
252,252,252
247,247,248
20,20,21
2,2,4
4,4,2
175,171,55
124,122,39
4,8,4
20,19,0
122,121,8
122,121,5
123,112,12
171,169,68
7,5,3
8,9,10
120,118,121
239,239,239
249,249,249
253,253,253
254,254,254
254,254,254
250,254,249
66,62,62
59,56,50
251,253,213
247,252,207
188,205,203
97,132,161
120,148,139
184,214,110
161,206,196
115,185,225
110,179,216
202,243,250
119,175,168
192,215,183
235,250,248
190,221,174
198,222,117
238,246,166
246,245,155
250,253,251
228,208,219
200,197,216
247,253,253
251,254,236
253,255,211
244,245,171
247,252,223
254,253,250
252,254,247
254,251,193
238,240,119
250,248,176
251,253,242
254,251,244
246,255,237
244,226,214
250,222,127
243,246,145
253,253,247
244,248,187
253,241,192
229,187,187
252,250,247
253,254,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
255,255,255
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
254,254,254
251,251,251
254,254,254
255,254,255
254,253,254
254,254,254
247,248,248
204,211,209
203,217,213
216,238,231
204,232,222
167,206,193
131,196,172
129,197,172
132,196,171
131,196,171
124,199,171
122,201,171
124,200,171
127,198,171
127,198,172
124,200,172
122,199,169
123,196,167
125,198,170
127,199,174
125,197,174
122,194,173
126,198,177
127,199,176
127,200,175
127,200,171
125,199,170
125,202,178
94,174,158
36,116,106
31,111,111
29,109,113
27,108,114
27,109,113
34,115,115
37,119,112
34,116,104
29,110,96
40,116,100
30,105,90
37,113,94
71,147,128
108,183,163
123,197,178
125,199,177
125,199,176
124,198,175
125,199,174
125,200,172
125,200,169
126,199,169
125,200,170
125,200,170
124,201,170
124,200,170
125,200,170
125,200,170
125,200,170
125,199,171
123,199,173
123,199,173
125,199,174
128,198,174
129,197,174
128,197,174
128,198,174
128,197,174
129,197,174
129,197,174
131,195,174
134,195,173
130,196,173
124,199,172
120,201,172
120,202,173
122,200,173
126,199,172
128,198,172
127,198,173
126,198,173
129,197,173
132,193,173
133,193,174
125,183,165
101,156,139
94,148,131
96,146,134
97,146,134
99,145,134
100,144,134
100,144,134
98,145,138
97,144,137
101,148,137
94,141,122
86,134,99
103,153,99
115,166,95
119,169,89
121,170,88
120,167,93
119,163,95
122,170,97
121,170,95
120,169,96
119,168,96
119,167,97
125,172,105
122,170,104
115,162,98
107,153,91
100,145,85
92,139,78
83,130,69
82,127,67
80,126,66
79,126,66
80,127,69
81,126,69
81,126,69
79,126,69
79,126,69
81,126,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
79,127,69
78,125,67
76,124,66
84,132,74
75,123,64
65,113,55
75,123,65
77,128,69
78,128,69
79,127,69
79,127,69
79,127,67
78,126,65
81,127,69
82,125,71
85,124,75
124,156,118
226,237,225
254,254,254
254,253,254
254,252,253
254,251,251
255,252,252
255,253,254
254,253,255
